data_origin,transect,lon,lat,site,unique_ID,Coris.julis,Diplodus.annularis,Diplodus.puntazzo,Labrus.merula,Thalassoma.pavo,Diplodus.sargus,Sarpa.salpa,Serranus.scriba,Serranus.cabrilla,Chromis.chromis,Symphodus.melanocercus,Oblada.melanura,Symphodus.tinca,Diplodus.vulgaris,Scorpaena.porcus,Symphodus.roissali,Apogon.imberbis,Dentex.dentex,Dicentrarchus.labrax,Epinephelus.marginatus,Sciaena.umbra,Sparus.aurata,Parablennius.gattorugine,Labrus.viridis,Seriola.dumerili,Symphodus.rostratus,Parablennius.sanguinolentus,Muraena.helena,Mullus.surmuletus,Symphodus.mediterraneus,Gobius.cruentatus,Scorpaena.notata,Symphodus.ocellatus,Spicara.maena,Spondyliosoma.cantharus,Boops.boops,Labrus.mixtus,Sphyraena.viridensis,Symphodus.cinereus,Epinephelus.costae,Gobius.paganellus,Phycis.phycis,Oedalechilus.labeo,Sparisoma.cretense,Scorpaena.maderensis,Sphyraena.sphyraena,Dactylopterus.volitans,Caranx.crysos,Scorpaena.scrofa,Belone.belone,Fistularia.commersonii,Scartella.cristata,Siganus.luridus,Symphodus.doderleini,Parablennius.incognitus,Lithognathus.mormyrus,Lichia.amia,Spicara.smaris,Serranus.hepatus,Dicentrarchus.punctatus,Ctenolabrus.rupestris,Anthias.anthias,Pagrus.pagrus,Sardina.pilchardus,Diplodus.cervinus,Parablennius.tentacularis,Gobius.cobitis,Atherina.boyeri,Siganus.rivulatus,Mycteroperca.rubra,Sargocentron.rubrum,Pempheris.vanicolensis,Taeniura.grabata,Pomadasys.incisus,Stephanolepis.diaspros,Scarus.ghobban,Dasyatis.pastinaca,Plotosus.lineatus,Torquigener.flavimaculosus,Lagocephalus.sceleratus,Pseudocaranx.dentex,Pagellus.acarne,Pagellus.erythrinus,Symphodus.melops,Mugil.cephalus,Lagocephalus.spadiceus,Trisopterus.minutus,Conger.conger,Chelon.labrosus,Liza.aurata,Epinephelus.caninus,Pomatomus.saltatrix,Synodus.saurus
azz_asi,108,8.212,41.005,ASINARA_add,azz_asi-108-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,109,8.212,41.005,ASINARA_add,azz_asi-109-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,11,7.898180497,41.07740853,ASINARA_add,azz_asi-11-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,110,8.212,41.005,ASINARA_add,azz_asi-110-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,111,8.212,41.005,ASINARA_add,azz_asi-111-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,112,8.212,41.005,ASINARA_add,azz_asi-112-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,113,8.212,41.005,ASINARA_add,azz_asi-113-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,114,8.212,41.005,ASINARA_add,azz_asi-114-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,115,8.212,41.005,ASINARA_add,azz_asi-115-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,116,8.212,41.005,ASINARA_add,azz_asi-116-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,117,8.212,41.005,ASINARA_add,azz_asi-117-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,118,8.212,41.005,ASINARA_add,azz_asi-118-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,119,8.212,41.005,ASINARA_add,azz_asi-119-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,12,7.898180497,41.07740853,ASINARA_add,azz_asi-12-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,120,8.212,41.005,ASINARA_add,azz_asi-120-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,121,8.212,41.005,ASINARA_add,azz_asi-121-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,122,8.195,41.825,ASINARA_add,azz_asi-122-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,123,8.195,41.825,ASINARA_add,azz_asi-123-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,124,8.195,41.825,ASINARA_add,azz_asi-124-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,125,8.195,41.825,ASINARA_add,azz_asi-125-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,126,8.195,41.825,ASINARA_add,azz_asi-126-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,127,8.195,41.825,ASINARA_add,azz_asi-127-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,128,8.195,41.825,ASINARA_add,azz_asi-128-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,129,8.195,41.825,ASINARA_add,azz_asi-129-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,13,7.898180497,41.07740853,ASINARA_add,azz_asi-13-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,130,8.195,41.825,ASINARA_add,azz_asi-130-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,131,8.195,41.825,ASINARA_add,azz_asi-131-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,132,8.195,41.825,ASINARA_add,azz_asi-132-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,133,8.195,41.825,ASINARA_add,azz_asi-133-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,134,8.195,41.825,ASINARA_add,azz_asi-134-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,135,8.195,41.825,ASINARA_add,azz_asi-135-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,136,8.195,41.825,ASINARA_add,azz_asi-136-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,137,8.195,41.825,ASINARA_add,azz_asi-137-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,138,8.24,41.049,ASINARA_add,azz_asi-138-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,139,8.24,41.049,Asinara,azz_asi-139-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,14,7.898180497,41.07740853,ASINARA_add,azz_asi-14-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,140,8.24,41.049,Asinara,azz_asi-140-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,141,8.24,41.049,Asinara,azz_asi-141-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,142,8.24,41.049,Asinara,azz_asi-142-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,143,8.24,41.049,Asinara,azz_asi-143-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,144,8.24,41.049,Asinara,azz_asi-144-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,145,8.24,41.049,Asinara,azz_asi-145-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,146,8.24,41.049,Asinara,azz_asi-146-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,147,8.24,41.049,Asinara,azz_asi-147-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,148,8.24,41.049,Asinara,azz_asi-148-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,149,8.24,41.049,Asinara,azz_asi-149-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,15,7.898180497,41.07740853,ASINARA_add,azz_asi-15-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,150,8.24,41.049,Asinara,azz_asi-150-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,151,8.218,41.038,Asinara,azz_asi-151-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,152,8.218,41.038,Asinara,azz_asi-152-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,153,8.218,41.038,Asinara,azz_asi-153-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,154,8.218,41.038,Asinara,azz_asi-154-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,155,8.218,41.038,Asinara,azz_asi-155-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,156,8.218,41.038,Asinara,azz_asi-156-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,157,8.218,41.038,Asinara,azz_asi-157-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,158,8.218,41.038,Asinara,azz_asi-158-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,159,8.218,41.038,Asinara,azz_asi-159-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,16,7.898180497,41.07740853,ASINARA_add,azz_asi-16-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,160,8.218,41.038,Asinara,azz_asi-160-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,161,8.218,41.038,Asinara,azz_asi-161-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,162,8.218,41.038,Asinara,azz_asi-162-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,163,8.349,41.091,Asinara,azz_asi-163-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,164,8.349,41.091,Asinara,azz_asi-164-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,165,8.349,41.091,Asinara,azz_asi-165-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,166,8.349,41.091,Asinara,azz_asi-166-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,167,8.349,41.091,Asinara,azz_asi-167-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,168,8.349,41.091,Asinara,azz_asi-168-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,169,8.349,41.091,Asinara,azz_asi-169-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,17,8.194,41.062,ASINARA_add,azz_asi-17-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,170,8.349,41.091,Asinara,azz_asi-170-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,171,8.349,41.091,Asinara,azz_asi-171-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,172,8.349,41.091,Asinara,azz_asi-172-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,173,8.349,41.091,Asinara,azz_asi-173-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,174,8.349,41.091,Asinara,azz_asi-174-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,175,8.217,41.121,Asinara,azz_asi-175-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,176,8.217,41.121,Asinara,azz_asi-176-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,177,8.217,41.121,Asinara,azz_asi-177-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,178,8.217,41.121,Asinara,azz_asi-178-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,179,8.217,41.121,Asinara,azz_asi-179-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,18,8.194,41.062,ASINARA_add,azz_asi-18-ASINARA_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azz_asi,180,8.217,41.121,Asinara,azz_asi-180-Asinara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
